,Title,Publish_Date,Views,Likes,Comments,Identity
977,바삭바삭! 스낵같은 치킨칩스!! 닭가슴살 진짜 맛있게.,2021-03-10,479720,15565,423,쿠킹하루 Cooking Haru :)
978,계란프라이에 빵을 덮어!! 만든 샌드위치! 겉바속촉 대박~!!,2021-02-23,6482202,71949,3968,쿠킹하루 Cooking Haru :)
979,4가지!! 세상에서 가장 쉽게 파베초콜릿 만들기! Pave/ Fudge Chocolate,2021-02-14,527293,11866,342,쿠킹하루 Cooking Haru :)
980,촥촥! 접어서 만드는 스팸 밥샌드위치!! 초간단 스팸김밥.,2021-02-04,11527870,161457,2837,쿠킹하루 Cooking Haru :)
981,겉은 바삭! 속은 쫄깃! 찹쌀 애호박전! NO밀가루. 건강간식,2021-01-27,784039,3417,143,쿠킹하루 Cooking Haru :)
982,주재료 단 2가지!!! 바삭바삭 찹쌀핫도그!! NO밀가루,2021-01-21,1584247,14925,348,쿠킹하루 Cooking Haru :)
983,감자로 파스타를!! 노오븐! 노밀가루! 더 맛있는 감자 라자냐/ 감자 파스타,2021-01-12,322260,5540,208,쿠킹하루 Cooking Haru :)
984,겉은 달콤 바삭~안은 촉촉~ 케이크 같은 프렌치 토스트!,2021-01-04,3186496,36063,820,쿠킹하루 Cooking Haru :)
985,대패 삼겹 된장라면!! 맛도 영양도 풍부!,2020-12-29,157148,4651,135,쿠킹하루 Cooking Haru :)
986,16가지! 놀라운 계란 요리! 하이라이트 몰아보기,2020-12-24,2836247,57074,1217,쿠킹하루 Cooking Haru :)
987,햄과 치즈가 꽁꽁~숨은 달달한 포켓프렌치토스트!,2020-12-14,1474555,15488,305,쿠킹하루 Cooking Haru :)
988,토마토계란볶음에 우동을??!!. 맛난 계란 토마토 우동!,2020-12-09,12757530,206460,3330,쿠킹하루 Cooking Haru :)
989,오레오~! 초콜릿 치즈볼!! 한입 초콜릿 케이크. 초간단.노오븐!,2020-12-04,876476,28800,428,쿠킹하루 Cooking Haru :)
990,노른자가 팡~터지는 매콤 스팸 폭탄밥!!,2020-11-28,214601,6117,183,쿠킹하루 Cooking Haru :)
991,매콤~치킨카레라면!! 깜짝 놀랄 맛! 라면+카레=안 먹으면 후회해요!,2020-11-17,889917,22894,489,쿠킹하루 Cooking Haru :)
992,쫀득쫄깃한 파베초콜릿??! 전자레인지로 고급 초콜릿 찹쌀떡!! 수능/발렌타인 선물!,2020-11-12,283534,7100,278,쿠킹하루 Cooking Haru :)
993,노오븐!! 계란 1개로! 완벽한 수플레 치즈 케이크! 숟가락계량 (*실버버튼 개봉기),2020-10-30,151824,4164,170,쿠킹하루 Cooking Haru :)
994,바삭!바삭! 튀김 주먹밥!! 스팸 리조또 주먹밥.,2020-10-24,141145,4455,127,쿠킹하루 Cooking Haru :)
995,멕시칸요리도 진짜쉽게! 타코 칠리! 미니!! 100% 맛 보장,2020-10-14,123129,3587,149,쿠킹하루 Cooking Haru :)
996,계란말이? 베이컨말이? 초밥? 베이컨 계란말이 치즈 주먹밥!!,2020-10-08,858310,16122,341,쿠킹하루 Cooking Haru :)
997,두부로 팝콘을?!! 달달 바삭바삭! 노밀가루 간식,2020-09-27,394241,6647,247,쿠킹하루 Cooking Haru :)
998,초콜릿 빙수!! 하얀 우유빙수에 달콤 초콜릿을 듬뿍!!,2020-09-22,83139,2545,122,쿠킹하루 Cooking Haru :)
999,색색깔 밥 속에 귀요미 핑크 하트가!! 스팸 하트 김밥!!! 간단 김밥.,2020-09-14,450511,9918,209,쿠킹하루 Cooking Haru :)
1000,NO밀가루. 정말 맛있는 감자호떡 속 피자!! 감자 피자 호떡!!,2020-09-08,1349060,40751,667,쿠킹하루 Cooking Haru :)
1001,정말 쉬운 전자레인지 단호박인절미!! 멈출 수 없는 맛!,2020-09-02,456091,7752,287,쿠킹하루 Cooking Haru :)
1002,NO밀가루. 감자로 만든 치킨퀘사디아!!,2020-08-25,123596,3236,142,쿠킹하루 Cooking Haru :)
1003,이보다 쉬운 케이크는 없었다! 전자레인지로 초간단 초코케이크!! NO오븐! NO버터! NO계란!,2020-08-21,248667,6759,240,쿠킹하루 Cooking Haru :)
1004,매콤달콤 어묵으로 예쁜 꽃봉오리 김밥!! 먹고 바로 또 먹고싶은!,2020-08-14,225429,3393,166,쿠킹하루 Cooking Haru :)
1005,노오븐! 밀가루없이 계란만!!! 초코케이크! 노오븐/오븐 가능,2020-08-09,7106492,104973,3003,쿠킹하루 Cooking Haru :)
1006,밀가루 없는 해물 양배추부침개!! 맛있고 영양도 듬뿍~,2020-08-04,200729,3594,143,쿠킹하루 Cooking Haru :)
1007,황금꽃 김밥!! 김밥이 예쁜 노란꽃으로!! 계란꽃 김밥. 도시락,2020-07-30,4933739,23837,592,쿠킹하루 Cooking Haru :)
1008,NO밀가루! 바삭바삭 고소한 감자핫도그!! 보기만해도 군침이 쫘악~!,2020-07-23,7114160,68221,1390,쿠킹하루 Cooking Haru :)
1009,계란말이 초밥?! 닮은 고소한 참치마요 주먹밥! 간단 한끼. 도시락,2020-07-16,14359587,141678,2379,쿠킹하루 Cooking Haru :)
1010,NO오븐! 입에 넣으면 사르르 부서지는 초코칩쿠키! 전자레인지 초콜릿 쿠키.,2020-07-12,671995,20014,540,쿠킹하루 Cooking Haru :)
1011,간단하게 전자레인지 돌려서 멋진 요리 만들기. 맛있는 단호박 에그슬럿!,2020-07-07,184095,2457,117,쿠킹하루 Cooking Haru :)
1012,역대급 초간단! 딸기 아이스크림과 스무디! 더운 여름 뼈속까지 차갑게!!,2020-06-27,83580,2210,108,쿠킹하루 Cooking Haru :)
1013,역대급 초간단! 오레오 스무디와 아이스크림,2020-06-23,254437,5848,170,쿠킹하루 Cooking Haru :)
1014,달콤하고 촉촉한 디저트 토스트!! 중독 주의! 바나나 치즈 토스트. 간단요리.,2020-06-16,1249775,11436,347,쿠킹하루 Cooking Haru :)
1015,피자?! 토스트?! 든든한 브런치 계란피자토스트.,2020-06-11,1003799,13867,263,쿠킹하루 Cooking Haru :)
1016,집에서 고급 하겐다* 커피 아이스크림을?!! 부드럽고 진한 최고급 커피아이스크림. NO 아이스크림메이커.,2020-06-06,185994,5010,240,쿠킹하루 Cooking Haru :)
1017,NO 오븐! 초코에 빠진 초콜릿케이크! 진한 달콤함 속 은은한 커피향.,2020-05-29,210430,5196,218,쿠킹하루 Cooking Haru :)
1018,전자레인지 3분!! 절대붇지않는 라면! 소세지 야채 쿠지라이식 라면!! 간단요리.,2020-05-24,2064389,62400,894,쿠킹하루 Cooking Haru :)
1019,진하고 부드러운 바닐라 아이스크림!! 간단한 재료로 집에서 만드세요.,2020-05-19,413419,8255,440,쿠킹하루 Cooking Haru :)
1020,NO오븐! 팝콘 돈까스 피자!! 접시1개 쓰고 10분!!만에 초간단 돈까스 만드는 법.,2020-05-13,359097,7538,249,쿠킹하루 Cooking Haru :)
1021,NO오븐! 전자레인지로 5분!! 고급 초코쿠키!! 바삭하고 깊은 초콜릿맛. 간단요리,2020-05-08,979980,32727,2114,쿠킹하루 Cooking Haru :)
1022,딱 계란 1개로!!! '구름케이크를! 구름 계란후라이. 수플레 오믈렛.,2020-05-02,529390,10476,424,쿠킹하루 Cooking Haru :)
1023,바삭 버터토스트에 촉촉한 수란! 완벽한!! 수란 만드는 3가지 방법.,2020-04-21,968676,11268,314,쿠킹하루 Cooking Haru :)
1024,NO 밀가루! NO 오븐!! 맛있는 포테이토 피자!!!. 고소 쫄깃 간단요리.,2020-04-14,8768918,126741,2752,쿠킹하루 Cooking Haru :)
1025,1000번 저어 최고급!! 초콜릿 아이스크림 완성. 실패율 0%!!. (그릇만 깨지 않는다면ㅠ),2020-04-05,2928091,84749,3523,쿠킹하루 Cooking Haru :)
1026,"초간단!! 홈브런치 프렌치토스트(계란빵), 있어보이는 간단요리,",2020-04-02,66568,2185,84,쿠킹하루 Cooking Haru :)
1027,부드러운 딸기 크림 얹은 생딸기 라떼. 생딸기 우유. 달달. 폭신. 상큼!,2020-03-27,213547,3969,142,쿠킹하루 Cooking Haru :)
1028,진짜 초코를 넣어 진하고 부드러운 초코무스라테 . 초코크림 우유,2020-03-22,300871,4376,142,쿠킹하루 Cooking Haru :)
1029,구름케이크. 구름 계란후라이!!! 수플레 계란후라이/수플레 오믈렛,2020-03-17,13795903,143124,4242,쿠킹하루 Cooking Haru :)
1030,"치즈토스트, 매일 먹어도 맛있는 간단요리, 영화 아메리칸 셰프,  Cheese toast, ASMR",2020-03-14,144828,3539,71,쿠킹하루 Cooking Haru :)
1031,"Eng) 카레, 고추넣어 더 맛있게, One pan, Curry, 간단요리, ASMR",2020-03-12,218876,6683,127,쿠킹하루 Cooking Haru :)
1032,"고추기름, 바지락, 돼지고기도 없이? 얼큰 참치순두부찌개 간단요리,  Soft Tofu Stew w/ Tuna, ASMR",2020-03-09,84903,2333,49,쿠킹하루 Cooking Haru :)
1033,"Eng) 젤 쉬운 기본 토마토스파게티, Tomato spaghetti, 간단요리, ASMR.",2020-03-08,50418,1283,37,쿠킹하루 Cooking Haru :)
1034,"NO 도마! 넣기만하면 끝!! 김치알밥, 원팬, 간단요리, One pan, Rice with Kimchi & Fish Roe, ASMR",2020-03-07,36781,901,33,쿠킹하루 Cooking Haru :)
1035,"Eng) 달콤고소 스팸마요덮밥, Spam Mayo Rice, 간단요리, ASMR",2020-03-05,117495,3533,65,쿠킹하루 Cooking Haru :)
1036,"Eng) 깔끔 매콤 황금밥, 간단요리, 계란볶음밥, Golden Rice, One pan, ASMR",2020-03-04,91927,3618,61,쿠킹하루 Cooking Haru :)
1037,"Eng) 영양도 맛도 최고~ 스팸볶음밥, 원팬 간단요리, Spam Stir-Fried Rice, One pan",2020-03-03,53721,1869,27,쿠킹하루 Cooking Haru :)
1038,"Eng) 바나나 자르기, 오리, 날아라! 앗 바나나네! Banana Duck, 과일 예쁘게 자르기",2020-02-17,24456,786,29,쿠킹하루 Cooking Haru :)
1039,"Eng) 얼큰 이연복 짬뽕라면, 놀면뭐하니? 유재석, Spicy Seafood Ramen, ASMR",2020-02-13,42124,999,15,쿠킹하루 Cooking Haru :)
1040,"Eng) 기생충 영화대로, 짜파구리, Parasite, Ram-Don, Jjapaguri, 간단요리, ASMR",2020-02-11,39779,1155,19,쿠킹하루 Cooking Haru :)
1041,"Eng) 베이컨 새우 토마토스파게티, Bacon Tomato Spaghetti, 간단요리, ASMR",2020-02-09,54704,1117,15,쿠킹하루 Cooking Haru :)
1042,"황금알 주먹밥, 스팸이 가운데 쏙~ 도시락, Golden Rice ball, 간단요리, ASMR",2020-02-07,852233,11838,161,쿠킹하루 Cooking Haru :)
1043,"Eng) 스팸 간편김밥 3가지, Spam Gimbap, 도시락, 간단요리 ASMR",2020-02-05,1643949,20373,198,쿠킹하루 Cooking Haru :)
1044,"Eng) 떡볶이마니아의 떡볶이 비법, Stir-Fried Rice Cake, 간단요리, ASMR",2020-02-02,64790,1471,35,쿠킹하루 Cooking Haru :)
1045,유산슬라면 6끼니!! 먹는 아이디어!!. 놀면 뭐하니. 인생 라면,2020-01-28,17685,386,16,쿠킹하루 Cooking Haru :)
1046,"Eng) 고소한 삼겹살 집에서 굽기, Roasted Pork Belly, 간단요리,",2020-01-17,23586,578,36,쿠킹하루 Cooking Haru :)
1047,"Eng)밥두그릇 뚝딱! 제육볶음, Spicy pork, 간단요리",2020-01-05,16781,405,6,쿠킹하루 Cooking Haru :)
1048,"Eng) 알리오올리오. 쫄깃하고 맛있는 면 만들기, Aglio E Olio, 간단요리,",2020-01-02,40795,1106,20,쿠킹하루 Cooking Haru :)
1049,"Eng) 후라이드 순살에 카레향 그득, Fried Chicken, 간단요리,",2019-12-30,23471,570,13,쿠킹하루 Cooking Haru :)
1050,"Eng) 과자로 먹는 부추전. 재료 2가지, Crispy Leek Pancake, 간단요리,",2019-12-26,16694,351,15,쿠킹하루 Cooking Haru :)
1051,"Eng) 돼지고기 김치찌개, 깊고 얼큰한 맛, Kimchi Stew, 간단요리,",2019-12-22,16779,349,10,쿠킹하루 Cooking Haru :)
1052,"Eng) 스팸 치즈 계란말이 요렇게 자르면 정말 쉽다, Spam Egg Roll, 간단요리,",2019-12-18,68740,1322,21,쿠킹하루 Cooking Haru :)
1053,"Eng) 딸기 예쁘게 자르기 6가지;; 장미,튤립,나비, 곤충; Strawberry carving",2019-12-13,80081,1766,23,쿠킹하루 Cooking Haru :)
1054,"Eng) 입맛 돋구는 참치김치볶음, Kimchi and Tuna, 간단요리,",2019-12-10,16785,345,5,쿠킹하루 Cooking Haru :)
1055,"Eng) 쫄깃 신선 토마토 리조또 그라탕, Tomato Risotto Gratin, 간단요리",2019-11-26,68055,931,25,쿠킹하루 Cooking Haru :)
1056,"깔끔 구수 서울떡국, Rice Cake Soup, 간단요리",2019-11-16,11400,201,3,쿠킹하루 Cooking Haru :)
1057,"절대 실패없는 불고기 황금레시피, Bulgogi, Korean BBQ, 간단요리",2019-11-11,22294,514,29,쿠킹하루 Cooking Haru :)
1058,"Eng) 포근포근 계란이불 분식집라면, Ramen w/ Egg, 간단요리",2019-11-10,28131,580,12,쿠킹하루 Cooking Haru :)
1059,"Eng)Kiwi 키위 예쁘게 자르기 5가지, Fruit Carving",2019-11-06,16234,196,3,쿠킹하루 Cooking Haru :)
1060,"Eng) Orange 오렌지 예쁘게 자르기 5가지, Fruit Carving",2019-11-04,13666,210,3,쿠킹하루 Cooking Haru :)
1061,"Eng) Cherry Tomato 방울 토마토 예쁘게 자르기 4가지, Fruit carving",2019-11-04,11698,182,3,쿠킹하루 Cooking Haru :)
1062,"Eng) Melon 메론 예쁘게 자르기 4가지, 맛있는 메론 고르기",2019-11-03,9033,141,8,쿠킹하루 Cooking Haru :)
1063,"Eng) Apple 사과 예쁘게 깎기 5가지, Fruit Plating",2019-10-30,41193,703,20,쿠킹하루 Cooking Haru :)
1064,"부지런한 주부의 청소 루틴 / 캠핑 놀이, 배추 김치, 열무물김치 만들기 / 제로웨이스트 vlog",2022-05-26,390745,11691,602,꿀주부 Honeyjubu
1065,"매일 깔끔하고 쉽게 살림하기 / 생강청 만들기, 열무김치 담그기, 신선한 회와 매운탕 / Cook with me",2022-05-19,640040,18000,692,꿀주부 Honeyjubu
1066,"새벽 5시에 준비하는 도시락과 아침 식사 / 잡채만들기, 모듬전, 오징어초무침 / 티젠 콤부차",2022-05-12,877925,22736,1005,꿀주부 Honeyjubu
1067,꿀주부의 요리 모음 / 누구나 쉽게 따라할 수 있는 요리영상 / Cook with me,2022-05-07,795728,17418,656,꿀주부 Honeyjubu
1068,"봄의 기운을 가득 담은 맛있는 요리 / 죽순 손질, 미나리 구이, 패션후르츠청 만들기, 플로킹 / 일상",2022-04-30,778191,24364,1026,꿀주부 Honeyjubu
1069,"평범한 주부의 골드 버튼  나의 직업 / 집밥, 코스트코 연어손질법, 딸기잼 만들기, 두릅요리, 프렌치토스트",2022-04-21,1505054,32117,1904,꿀주부 Honeyjubu
1070,일주일이 행복한 집밥 7가지 / 요리를 더욱 빛나게 해줄 살림템,2022-04-15,1423860,29468,1088,꿀주부 Honeyjubu
1071,"새벽 5시를 깨우는 모닝콜, 사소한 일상이 빛나는 순간 / 꽃게 볶음, 새우 구이, 등갈비 김치찜, 장아찌 만들기, 집밥",2022-03-31,1259172,31710,2968,꿀주부 Honeyjubu
1072,"매일 맛있는 집밥 일상 / 친환경 구연산 청소법, 꽃꽂이 / 전복구이, 고등어무조림, 버섯전골, 목살구이 / Cook with me",2022-03-24,695636,19417,806,꿀주부 Honeyjubu
1073,새벽 5시 건강한 아침 식사 준비 / 영양 가득 밑반찬 8가지 만들기 / 모닝루틴,2022-03-17,4744096,77676,2278,꿀주부 Honeyjubu
1074,"새벽 5시에 시작되는 부지런한 일상 / 루시 미용, 남편도시락, 전복죽, 닭오븐구이, 가리비찜, 집밥",2022-03-10,7375649,157487,5052,꿀주부 Honeyjubu
1075,"무기력한 번아웃을 달콤한 과일청으로 위로하기 / 딸기청, 오렌지청, 사과청, 레몬청 만들기",2022-03-03,492504,17158,736,꿀주부 Honeyjubu
1076,"매일 먹고 싶은 따뜻한 집밥 / 마켓컬리 장보기, 밤조림, 매운 닭볶음, 카레라이스, 브런치",2022-02-24,891456,19777,571,꿀주부 Honeyjubu
1077,산뜻한 집을 위한 플랜테리어 / 코스트코 장보기 / 스테인리스 연마제 제거 / 살림 vlog,2022-02-19,657661,12527,529,꿀주부 Honeyjubu
1078,"집에서 재미있게 잘 보내는 방법 / 홈캠핑요리 닭꼬치구이, 조개구이, 해물라면 / LG 시네빔 HU715QW",2022-02-14,403396,10853,442,꿀주부 Honeyjubu
1079,일주일이 든든한 8가지 채식 반찬 만들기 / 몸이 가벼워지는 반찬 레시피 / Cook with Me,2022-02-11,758657,18474,655,꿀주부 Honeyjubu
1080,"쉽고 빠르게 끝내는 냉장고 청소 정리 / 장어구이, 풍성한 꽃꽂이, 양재꽃시장 / Clean with me",2022-02-04,574667,14942,650,꿀주부 Honeyjubu
1081,매일 사용하는 가전제품 눈부시게 빛내는 청소팁 / 친환경 세제 청소루틴  / Clean with me,2022-01-27,707259,14403,582,꿀주부 Honeyjubu
1082,"이제 살림은 스마트하게, 언제나 깨끗한 집을 위한 나만의 비법 (Feat. LG ThinQ)",2022-01-20,658629,14639,550,꿀주부 Honeyjubu
1083,깨끗한 화장실을 위한 하루 15분 청소 루틴 / 친환경 청소팁 / Clean with me,2022-01-07,3244160,73760,1906,꿀주부 Honeyjubu
1084,"건강하고 맛있는 집밥으로 일주일 보내기 / 파인애플 볶음밥, 돌솥알밥, 연어김밥, 초코쿠키 / What I Ate In A Week",2021-12-31,1748188,37022,1053,꿀주부 Honeyjubu
1085,유튜브에서 보내준 특별한 선물 같이 언박싱해요~ 구독자 여러분께 드리는 감사 편지 ,2021-12-24,156418,6309,510,꿀주부 Honeyjubu
1086,"겨울 청소 루틴 / 거실 & 주방, 냉장고에 쌓인 먼지 청소 꿀팁 / Clean with Me",2021-12-17,1183808,22401,913,꿀주부 Honeyjubu
1087,"이케아 주방용품, 예쁜 인테리어 추천템 / 초간단 카스테라, 무생채 만들기, 이케아 쇼핑 IKEA",2021-12-10,1670718,22138,692,꿀주부 Honeyjubu
1088,"답답한 집콕을 위한 슬기로운 취미 일상 Vlog / 라탄만들기, 소이캔들, 비누만들기, 수경재배 쉽게 만들기",2021-12-03,1338992,30608,869,꿀주부 Honeyjubu
1089,"새벽 5시 기분 좋은 모닝 루틴 / 집밥만들기, 남편도시락, 딸기 와플 만들기, 반숙 계란장",2021-11-26,3546163,99499,1947,꿀주부 Honeyjubu
1090,"카페 인기 메뉴 만드는 홈카페 루틴 / 샤인머스켓 치즈타르트, 애플파이 / 필립스 라떼고 5400",2021-11-19,536218,0,550,꿀주부 Honeyjubu
1091,숨은 공간 살리는 센스 / 버려지는 공간 알뜰하게 살리는 방법,2021-11-12,1323709,0,856,꿀주부 Honeyjubu
1092,"깨끗한 집을 위한 아침 청소 루틴 / 남편 도시락, 엔초비 파스타, 친환경 청소팁 / Clean with Me",2021-11-05,2723231,0,1751,꿀주부 Honeyjubu
1093,"친환경 살림, 베이킹소다 활용법 / 제로웨이스트 루틴",2021-11-03,501409,0,329,꿀주부 Honeyjubu
1094,"레시피 고민 없이 뚝딱 집밥 만들기 / 소갈비찜, 잡채, 치즈 닭갈비 쉽게 만드는 살림템  테팔 쿡포미",2021-10-29,660405,0,468,꿀주부 Honeyjubu
1095,"SUB) 식용유 어떻게 재활용하고 버려야 할까요?  / 친환경 살림, 현명하게 일회용품 줄이는 방법 / 제로웨이스트 루틴  Zero waste Routine",2021-10-21,576818,0,508,꿀주부 Honeyjubu
1096,건강한 집밥을 위한 살림템 추천 / 주방을 빛내 줄 예쁜 주방용품 / LG 퓨리케어상하좌우 정수기 (SUB),2021-10-14,685390,0,563,꿀주부 Honeyjubu
1097,집밥 맛있게 만들어 먹기 / 화려한 랍스터 요리 / 오징어게임에 빠진 날 (SUB),2021-10-09,295833,0,317,꿀주부 Honeyjubu
1098,"가을 밥도둑  양념게장 소스 비법 / 초간단 양념새우장, 연어장, 간장새우장 맛있게 만드는 방법 / 집밥",2021-10-02,962015,0,722,꿀주부 Honeyjubu
1099,난생처음 기차 여행으로 피곤한 강아지 루시  / Dog traveling by train for the first time  #shorts,2021-09-25,98979,0,123,꿀주부 Honeyjubu
1100,주방을 빛내 줄 이케아 주방용품 추천 / 예쁜 이케아 살림템  소개  IKEA kitchen (SUB),2021-09-18,466952,0,440,꿀주부 Honeyjubu
1101,"그동안 문의 많고, 인기 많았던 이케아 ( IKEA ) 친환경 주방용품으로 준비했어요 / IKEA kitchen (SUB)",2021-09-10,1096907,0,663,꿀주부 Honeyjubu
1102,맛있고 건강한 11가지 에어프라이어 요리 / 살림템 추천 / 에어프라이어 주방용품 소개,2021-09-06,938904,0,594,꿀주부 Honeyjubu
1103,SUB) 힐링하는 방법 10가지 / 일주일 집밥 / 세탁기 고장나서 손빨래하며 보낸 일상 / 예쁜 살림템 / 10 ways to be happy,2021-08-28,1192095,0,1215,꿀주부 Honeyjubu
1104,"SUB) 일주일 동안 먹은 건강한 집밥 / 새우장 만들기 , 도시락 만들기, 그릭복숭아 / What I Ate In A Week",2021-08-22,1612016,0,1103,꿀주부 Honeyjubu
1105,SUB) 일주일 동안 먹은 건강한 집밥 레시피 / 맛있는 집밥 만들기 / What I Ate In A Week (Easy Korean Recipes),2021-08-13,1875458,0,1111,꿀주부 Honeyjubu
1106,"SUB) 일회용품을 줄이는 현명한 방법  / 친환경 살림, 제로웨이스트 루틴 / Zero waste Routine",2021-08-09,320807,0,597,꿀주부 Honeyjubu
1107,"SUB) 이제 일회용품 함께 줄여나가요  / 친환경 살림템 추천, 제로웨이스트 루틴 / Zero waste Routine",2021-08-07,650106,0,647,꿀주부 Honeyjubu
1108,맛있는 집밥을 위한 살림템 추천 / 건강한 잡곡밥을 맛있게 만드는 주방용품 추천 / 쿠첸 121 밥솥 살림템 (SUB),2021-08-02,4124702,0,2174,꿀주부 Honeyjubu
1109,일회용 물티슈는 종이가 아니에요  / 현명한 친환경 살림법 제로웨이스트 / Zero waste Routine,2021-07-30,1830775,0,1043,꿀주부 Honeyjubu
1110,"냄새, 벌레 걱정 없는 언제나 깔끔한 집 / 친환경 살림 만능 세제, 제로웨이스트 루틴 / Zero waste Routine",2021-07-23,308260,0,396,꿀주부 Honeyjubu
1111,이케아 친환경 주방용품 추천 - 21가지 이케아 추천템 주방용품 소개해요 /  IKEA kitchen (SUB),2021-07-16,3488512,0,1294,꿀주부 Honeyjubu
1112,"SUB) 일회용품 줄일 수 있는 현명한 방법 / 친환경 살림템 추천, 제로웨이스트 루틴 / Zero waste Routine",2021-07-09,2946389,87162,3070,꿀주부 Honeyjubu
1113,세상 간단하고 정말 맛있는 두부요리 5가지 / What I eat in a week (SUB),2021-07-03,461264,0,220,꿀주부 Honeyjubu
1114,"살림템 추천 / 살림이 편해지는 주방용품 무쇠팬, 법랑냄비, 코팅팬 추천 (SUB)",2021-06-24,836428,0,686,꿀주부 Honeyjubu
1115,조용히 혼자 있고 싶을 때 듣는 감성 음악 /  조용한 팝송 / 구독자님 요청 아트리스트 음악 / Quiet pop song  artist music,2021-06-19,78084,0,98,꿀주부 Honeyjubu
1116,"SUB) 일회용품 대신 사용할 수 있는 일상속 물건들 / 친환경 살림템 추천, 제로웨이스트 루틴 / Zero waste Routine",2021-06-11,738279,0,570,꿀주부 Honeyjubu
1117,살림이 즐거워지는 추천템 / 단정한 주부를 위한 살림템 추천  ( ft. LGE.COM / LG 오브제컬렉션),2021-06-04,313566,0,271,꿀주부 Honeyjubu
1118,수박 쉽게 자르는법   / 수박 한통 시원하게 자르기 /  How to cut watermelon easily (SUB),2021-05-28,824128,0,270,꿀주부 Honeyjubu
1119,구독자 여러분 즐거운 주말 보내세요~ 올림픽 공원에서 연날리기  #shorts,2021-05-22,45910,0,16,꿀주부 Honeyjubu
1120,코스트코 인기 추천템 / 코스트코에서 꼭 사야할 12가지 인기 추천상품 / Costco Shopping (SUB),2021-05-20,527165,0,250,꿀주부 Honeyjubu
1121,"살림 초보를 위한 양념장 냉장, 냉동 보관법 / 냉장고 정리  / 냉장고 용기 양념통 추천 / How to store spices (SUB)",2021-05-14,241775,0,238,꿀주부 Honeyjubu
1122,"살림 초보를 위한 식재료 보관법, 손질 / 냉장고 정리 / 식재료 소분 냉장, 냉동 보관법 / How to store food (SUB)",2021-04-28,4410886,0,2939,꿀주부 Honeyjubu
1123,[초간단] 5분이면 뚝딱 만드는 초간단 토스트 만들기 / 원팬토스트 / 프렌치토스트 / 클럽샌드위치 만들기 (SUB),2021-04-16,591378,0,354,꿀주부 Honeyjubu
1124,사계절 김치냉장고 활용 꿀팁 / 냉장고 정리 정돈 / LG DIOS 김치톡톡만의 비밀 (SUB),2021-04-09,80075,0,118,꿀주부 Honeyjubu
1125,많이 먹어도 살 안찌는 양배추 다이어트 레시피 7가지 / 양배추 세척법 / what I eat in a day (SUB),2021-04-08,245304,0,208,꿀주부 Honeyjubu
1126,코스트코에서 꼭 사야할 인기 추천템  / 코스트코 빵추천  Costco Bagel Sandwiches (SUB),2021-04-02,270997,0,200,꿀주부 Honeyjubu
1127,SUB) 하루를 상쾌하게 보내는 방법 / 쌓이는 먼지 깔끔하게 청소하기,2021-03-25,34266,0,80,꿀주부 Honeyjubu
1128,욕실 청소 쉽게 하는 법 / 욕실청소도구 추천 / 다이소 청소용품으로 화장실 청소 (SUB),2021-03-24,782285,0,430,꿀주부 Honeyjubu
1129,주방을 빛내 줄 11가지 찐 살림템 추천 / 주방용품 꿀템 추천해요 / 내돈내산 살림템 (SUB),2021-03-16,1150246,0,661,꿀주부 Honeyjubu
1130,살림템 추천 / 내돈내산 주방용품 추천 / 나무 식기를 소개해요.  (SUB),2021-02-26,380173,0,414,꿀주부 Honeyjubu
1131,"코스트코 대용량 식재료 소분 방법 / 살림 초보를 위한 냉장, 냉동 보관법 / 베이컨, 버터, 치즈, 고기 소분하기 / Costco (SUB)",2021-02-19,5195322,0,2748,꿀주부 Honeyjubu
1132,"청소와 함께하는 주말 브런치 / 수플레 오믈렛, 크림파스타 만들어 먹는 일상 /살림템 추천",2021-02-16,46669,0,118,꿀주부 Honeyjubu
1133,다이소 살림템 추천 / 살림이 즐거워지는 다이소 추천템 소개 / DAISO (SUB),2021-02-10,1673141,0,497,꿀주부 Honeyjubu
1134,싱크대 수납 정리 팁 / 살림이 편해지는 살림템 추천 / Organize kitchen  (SUB),2021-02-05,1128400,0,399,꿀주부 Honeyjubu
1135,코스트코 인기 추천템 / 코스트코 쇼핑 가기 전 꼭 보세요~ / Costco Shopping(SUB),2021-02-03,329513,0,287,꿀주부 Honeyjubu
1136,주방을 빛내 줄 16가지 살림템 추천 / 찐 주방용품 꿀템 추천해요.(SUB),2021-01-29,2642921,0,963,꿀주부 Honeyjubu
1137,살림템 믹서기 추천 / 30초 안에 다 갈리는 블렌더 추천 / 쿠쿠 크로스 컷 양방향 회전 블렌더,2021-01-26,251479,0,240,꿀주부 Honeyjubu
1138,다이소 살림템 추천 / 주방을 빛내 줄 다이소 추천템 소개 (SUB),2021-01-22,2119169,0,831,꿀주부 Honeyjubu
1139,유튜브에서 보내준 선물 같이 언박싱해요~,2021-01-19,93460,0,184,꿀주부 Honeyjubu
1140,코스트코 추천 / 코스트코에서 꼭 사야할 인기 추천템 12가지 / Costco Shopping (SUB),2021-01-16,623624,0,380,꿀주부 Honeyjubu
1141,살림템 추천 / 살림을 빛내 줄 주방용품 소개 / 주방 용품 하울 (SUB),2021-01-12,823991,0,563,꿀주부 Honeyjubu
